Site Codes,Date,Depth,ODO
SUC,2019-01-07T00:00:00Z,1.034,7.73
SUC,2019-01-07T00:00:00Z,1.533,7.65
SUC,2019-01-07T00:00:00Z,2.012,7.01
SUC,2019-01-07T00:00:00Z,2.515,5.26
SUC,2019-01-07T00:00:00Z,3.015,5.17
SUC,2019-01-07T00:00:00Z,3.526,5.2
SUC,2019-01-07T00:00:00Z,4.11,5.25
MEAD,2019-01-07T00:00:00Z,0.217,8.01
MEAD,2019-01-07T00:00:00Z,0.518,7.99
MEAD,2019-01-07T00:00:00Z,1.031,7.52
MEAD,2019-01-07T00:00:00Z,1.533,7.19
MEAD,2019-01-07T00:00:00Z,2.002,7.09
MEAD,2019-01-07T00:00:00Z,2.517,4.29
MEAD,2019-01-07T00:00:00Z,2.909,4.03
MULB FARM,2019-01-07T00:00:00Z,0.216,8.73
MULB FARM,2019-01-07T00:00:00Z,0.524,9.05
MULB FARM,2019-01-07T00:00:00Z,1.024,8.58
MULB FARM,2019-01-07T00:00:00Z,1.528,6.48
MULB FARM,2019-01-07T00:00:00Z,2.011,4.63
MULB FARM,2019-01-07T00:00:00Z,2.515,3.92
WMP,2019-01-07T00:00:00Z,0.199,8.41
WMP,2019-01-07T00:00:00Z,0.528,8.16
WMP,2019-01-07T00:00:00Z,1.01,7.37
WMP,2019-01-07T00:00:00Z,1.504,6.17
WMP,2019-01-07T00:00:00Z,2.02,6.13
WMP,2019-01-07T00:00:00Z,2.534,5.7
WMP,2019-01-07T00:00:00Z,3.029,5.39
WMP,2019-01-07T00:00:00Z,3.5,4.9
WMP,2019-01-07T00:00:00Z,4.015,3.89
WMP,2019-01-07T00:00:00Z,4.313,3.22
CAV,2019-01-07T00:00:00Z,0.237,7.64
CAV,2019-01-07T00:00:00Z,0.512,7.06
CAV,2019-01-07T00:00:00Z,1.027,6.77
CAV,2019-01-07T00:00:00Z,1.513,6.46
CAV,2019-01-07T00:00:00Z,1.936,6.1
REG,2019-01-07T00:00:00Z,0.267,4.73
REG,2019-01-07T00:00:00Z,0.517,4.49
REG,2019-01-07T00:00:00Z,1.039,4.18
REG,2019-01-07T00:00:00Z,1.531,4.06
REG,2019-01-07T00:00:00Z,2.029,3.82
REG,2019-01-07T00:00:00Z,2.308,3.76
KIN,2019-01-14T00:00:00Z,0.171,7.5
KIN,2019-01-14T00:00:00Z,0.493,7.01
KIN,2019-01-14T00:00:00Z,0.997,6.8
KIN,2019-01-14T00:00:00Z,1.504,6.53
KIN,2019-01-14T00:00:00Z,2.005,6.07
KIN,2019-01-14T00:00:00Z,2.542,5.53
KIN,2019-01-14T00:00:00Z,3.031,4.43
KIN,2019-01-14T00:00:00Z,3.493,3.22
KIN,2019-01-14T00:00:00Z,3.992,2.72
KIN,2019-01-14T00:00:00Z,4.301,2.03
KMO,2019-01-14T00:00:00Z,0.188,5.99
KMO,2019-01-14T00:00:00Z,0.528,5.92
KMO,2019-01-14T00:00:00Z,0.975,5.82
KMO,2019-01-14T00:00:00Z,1.5,5.66
KMO,2019-01-14T00:00:00Z,2.008,4.73
KMO,2019-01-14T00:00:00Z,2.504,3.4
KMO,2019-01-14T00:00:00Z,2.97,2.9
VIT,2019-01-14T00:00:00Z,0.196,6.36
VIT,2019-01-14T00:00:00Z,0.485,6.3
VIT,2019-01-14T00:00:00Z,0.981,6.24
VIT,2019-01-14T00:00:00Z,1.497,6.22
VIT,2019-01-14T00:00:00Z,1.968,5.12
VIT,2019-01-14T00:00:00Z,2.462,3.97
VIT,2019-01-14T00:00:00Z,3.003,2.28
SUC,2019-01-14T00:00:00Z,0.177,5.87
SUC,2019-01-14T00:00:00Z,0.466,5.92
SUC,2019-01-14T00:00:00Z,1.024,5.28
SUC,2019-01-14T00:00:00Z,1.489,4.3
SUC,2019-01-14T00:00:00Z,2.032,3.31
SUC,2019-01-14T00:00:00Z,2.522,3.84
SUC,2019-01-14T00:00:00Z,3.013,3.3
SUC,2019-01-14T00:00:00Z,3.49,3.21
SUC,2019-01-14T00:00:00Z,3.989,3.12
MEAD,2019-01-14T00:00:00Z,0.182,5.75
MEAD,2019-01-14T00:00:00Z,0.515,5.7
MEAD,2019-01-14T00:00:00Z,1.002,5.15
MEAD,2019-01-14T00:00:00Z,1.499,4.66
MEAD,2019-01-14T00:00:00Z,1.982,4.07
MEAD,2019-01-14T00:00:00Z,2.493,2.89
MEAD,2019-01-14T00:00:00Z,2.82,2.57
MULB FARM,2019-01-14T00:00:00Z,0.182,9.14
MULB FARM,2019-01-14T00:00:00Z,0.477,9.29
MULB FARM,2019-01-14T00:00:00Z,1.031,7.69
MULB FARM,2019-01-14T00:00:00Z,1.516,4.87
MULB FARM,2019-01-14T00:00:00Z,2.088,2.55
WMP,2019-01-14T00:00:00Z,0.183,9.1
WMP,2019-01-14T00:00:00Z,0.51,9.09
WMP,2019-01-14T00:00:00Z,1.005,7.58
WMP,2019-01-14T00:00:00Z,1.492,5.04
WMP,2019-01-14T00:00:00Z,1.998,3.89
WMP,2019-01-14T00:00:00Z,2.528,3.09
WMP,2019-01-14T00:00:00Z,2.968,2.77
WMP,2019-01-14T00:00:00Z,3.507,2.41
WMP,2019-01-14T00:00:00Z,3.979,2.25
WMP,2019-01-14T00:00:00Z,4.482,1.59
WMP,2019-01-14T00:00:00Z,5.009,1.39
WMP,2019-01-14T00:00:00Z,5.602,1.27
CAV,2019-01-14T00:00:00Z,0.201,6.83
CAV,2019-01-14T00:00:00Z,0.507,6.83
CAV,2019-01-14T00:00:00Z,1.012,6.61
CAV,2019-01-14T00:00:00Z,1.486,5.66
CAV,2019-01-14T00:00:00Z,1.986,5.21
CAV,2019-01-14T00:00:00Z,2.577,3.96
REG,2019-01-14T00:00:00Z,0.197,4.99
REG,2019-01-14T00:00:00Z,0.468,5
REG,2019-01-14T00:00:00Z,1.004,4.94
REG,2019-01-14T00:00:00Z,1.495,4.74
REG,2019-01-14T00:00:00Z,2.029,4.18
REG,2019-01-14T00:00:00Z,2.501,3.78
REG,2019-01-14T00:00:00Z,3.081,3.17
KIN,2019-01-21T00:00:00Z,0.197,7.11
KIN,2019-01-21T00:00:00Z,0.499,7.17
KIN,2019-01-21T00:00:00Z,1.013,7.12
KIN,2019-01-21T00:00:00Z,1.497,7.08
KIN,2019-01-21T00:00:00Z,2.045,6.79
KIN,2019-01-21T00:00:00Z,2.466,6.43
KIN,2019-01-21T00:00:00Z,2.981,6.02
KIN,2019-01-21T00:00:00Z,3.475,5.53
KIN,2019-01-21T00:00:00Z,3.985,4.94
KIN,2019-01-21T00:00:00Z,4.573,2.07
KMO,2019-01-21T00:00:00Z,0.225,7.14
KMO,2019-01-21T00:00:00Z,0.493,6.92
KMO,2019-01-21T00:00:00Z,0.981,6.33
KMO,2019-01-21T00:00:00Z,1.512,5.24
KMO,2019-01-21T00:00:00Z,2.015,5.19
KMO,2019-01-21T00:00:00Z,2.312,4.86
VIT,2019-01-21T00:00:00Z,0.187,6.83
VIT,2019-01-21T00:00:00Z,0.48,6.51
VIT,2019-01-21T00:00:00Z,0.99,6.05
VIT,2019-01-21T00:00:00Z,1.517,5.54
VIT,2019-01-21T00:00:00Z,2.02,4.78
VIT,2019-01-21T00:00:00Z,2.401,4.58
SUC,2019-01-21T00:00:00Z,0.199,6.46
SUC,2019-01-21T00:00:00Z,0.457,6.27
SUC,2019-01-21T00:00:00Z,0.98,5.66
SUC,2019-01-21T00:00:00Z,1.478,5.34
SUC,2019-01-21T00:00:00Z,1.977,4.34
SUC,2019-01-21T00:00:00Z,2.474,3.86
SUC,2019-01-21T00:00:00Z,3.019,3.75
SUC,2019-01-21T00:00:00Z,3.512,3.98
SUC,2019-01-21T00:00:00Z,3.984,3.97
SUC,2019-01-21T00:00:00Z,4.502,3.76
SUC,2019-01-21T00:00:00Z,4.964,3.28
MEAD,2019-01-21T00:00:00Z,0.202,6.96
MEAD,2019-01-21T00:00:00Z,0.484,6.95
MEAD,2019-01-21T00:00:00Z,1.016,6.48
MEAD,2019-01-21T00:00:00Z,1.524,5.97
MEAD,2019-01-21T00:00:00Z,1.99,5.59
MEAD,2019-01-21T00:00:00Z,2.506,3.9
MEAD,2019-01-21T00:00:00Z,2.89,3.47
MULB FARM,2019-01-21T00:00:00Z,0.222,8.37
MULB FARM,2019-01-21T00:00:00Z,0.488,8.39
MULB FARM,2019-01-21T00:00:00Z,0.994,7.31
MULB FARM,2019-01-21T00:00:00Z,1.472,6.3
MULB FARM,2019-01-21T00:00:00Z,2.01,4.56
MULB FARM,2019-01-21T00:00:00Z,2.544,3.51
WMP,2019-01-21T00:00:00Z,0.179,8.27
WMP,2019-01-21T00:00:00Z,0.487,8.04
WMP,2019-01-21T00:00:00Z,0.996,7.66
WMP,2019-01-21T00:00:00Z,1.487,6.59
WMP,2019-01-21T00:00:00Z,1.996,5.99
WMP,2019-01-21T00:00:00Z,2.513,5.64
WMP,2019-01-21T00:00:00Z,3.014,4.95
WMP,2019-01-21T00:00:00Z,3.497,3.7
WMP,2019-01-21T00:00:00Z,3.997,3.5
WMP,2019-01-21T00:00:00Z,4.48,3.41
WMP,2019-01-21T00:00:00Z,5.017,3.17
WMP,2019-01-21T00:00:00Z,5.415,3.04
CAV,2019-01-21T00:00:00Z,0.185,6.52
CAV,2019-01-21T00:00:00Z,0.458,6.42
CAV,2019-01-21T00:00:00Z,0.999,6.38
CAV,2019-01-21T00:00:00Z,1.498,5.89
CAV,2019-01-21T00:00:00Z,2.06,5.42
REG,2019-01-21T00:00:00Z,0.169,4.67
REG,2019-01-21T00:00:00Z,0.484,4.68
REG,2019-01-21T00:00:00Z,1.012,4.53
REG,2019-01-21T00:00:00Z,1.501,4.33
REG,2019-01-21T00:00:00Z,1.99,4.31
REG,2019-01-21T00:00:00Z,2.503,4.16
REG,2019-01-21T00:00:00Z,2.765,4.13
KIN,2019-01-29T00:00:00Z,0.197,7.76
KIN,2019-01-29T00:00:00Z,0.515,7.78
KIN,2019-01-29T00:00:00Z,1.019,7.63
KIN,2019-01-29T00:00:00Z,1.527,6.97
KIN,2019-01-29T00:00:00Z,2.014,6.48
KIN,2019-01-29T00:00:00Z,2.546,6.19
KIN,2019-01-29T00:00:00Z,3.005,3.75
KIN,2019-01-29T00:00:00Z,3.544,3.47
KIN,2019-01-29T00:00:00Z,4.035,3.35
KIN,2019-01-29T00:00:00Z,4.533,2.47
KIN,2019-01-29T00:00:00Z,4.845,2.59
KMO,2019-01-29T00:00:00Z,0.2,9.71
KMO,2019-01-29T00:00:00Z,0.52,9.52
KMO,2019-01-29T00:00:00Z,1.028,8.11
KMO,2019-01-29T00:00:00Z,1.501,7.79
KMO,2019-01-29T00:00:00Z,2.021,6.06
KMO,2019-01-29T00:00:00Z,2.506,3.59
KMO,2019-01-29T00:00:00Z,2.815,3.42
VIT,2019-01-29T00:00:00Z,0.245,9.57
VIT,2019-01-29T00:00:00Z,0.524,9.01
VIT,2019-01-29T00:00:00Z,1.022,8.32
VIT,2019-01-29T00:00:00Z,1.532,7.1
VIT,2019-01-29T00:00:00Z,2,5.74
VIT,2019-01-29T00:00:00Z,2.315,3.91
SUC,2019-01-29T00:00:00Z,0.165,9.33
SUC,2019-01-29T00:00:00Z,0.502,8.54
SUC,2019-01-29T00:00:00Z,0.977,7.29
SUC,2019-01-29T00:00:00Z,1.551,5.48
SUC,2019-01-29T00:00:00Z,2.029,4.45
SUC,2019-01-29T00:00:00Z,2.513,4.13
SUC,2019-01-29T00:00:00Z,3.018,3.79
SUC,2019-01-29T00:00:00Z,3.492,3.82
SUC,2019-01-29T00:00:00Z,3.996,3.75
SUC,2019-01-29T00:00:00Z,4.482,3.93
SUC,2019-01-29T00:00:00Z,5.017,3.93
MEAD,2019-01-29T00:00:00Z,0.284,8.19
MEAD,2019-01-29T00:00:00Z,0.535,8.28
MEAD,2019-01-29T00:00:00Z,1.018,8.25
MEAD,2019-01-29T00:00:00Z,1.55,6.99
MEAD,2019-01-29T00:00:00Z,2.007,6.53
MEAD,2019-01-29T00:00:00Z,2.502,5.2
MEAD,2019-01-29T00:00:00Z,3.085,4.7
MULB FARM,2019-01-29T00:00:00Z,0.182,8.98
MULB FARM,2019-01-29T00:00:00Z,0.544,8.63
MULB FARM,2019-01-29T00:00:00Z,1.008,9.09
MULB FARM,2019-01-29T00:00:00Z,1.475,7.26
MULB FARM,2019-01-29T00:00:00Z,2.007,3.7
MULB FARM,2019-01-29T00:00:00Z,2.465,3.96
MULB FARM,2019-01-29T00:00:00Z,2.84,3.95
WMP,2019-01-29T00:00:00Z,0.23,10.86
WMP,2019-01-29T00:00:00Z,0.511,11.33
WMP,2019-01-29T00:00:00Z,1.036,8.97
WMP,2019-01-29T00:00:00Z,1.541,7.43
WMP,2019-01-29T00:00:00Z,2.008,4.52
WMP,2019-01-29T00:00:00Z,2.513,4.03
WMP,2019-01-29T00:00:00Z,3.042,3.73
WMP,2019-01-29T00:00:00Z,3.52,3.61
WMP,2019-01-29T00:00:00Z,4.029,3.81
WMP,2019-01-29T00:00:00Z,4.517,3.86
WMP,2019-01-29T00:00:00Z,5.135,3.87
CAV,2019-01-29T00:00:00Z,0.219,10.2
CAV,2019-01-29T00:00:00Z,0.512,10.96
CAV,2019-01-29T00:00:00Z,1.016,10.89
CAV,2019-01-29T00:00:00Z,1.515,10.11
CAV,2019-01-29T00:00:00Z,2.05,6.25
CAV,2019-01-29T00:00:00Z,2.542,5.72
REG,2019-01-29T00:00:00Z,0.223,7.11
REG,2019-01-29T00:00:00Z,0.505,6.67
REG,2019-01-29T00:00:00Z,1.025,6.59
REG,2019-01-29T00:00:00Z,1.509,6.58
REG,2019-01-29T00:00:00Z,2.009,6.17
REG,2019-01-29T00:00:00Z,2.427,4.47
REG,2019-01-29T00:00:00Z,2.718,4.04
KIN,2019-02-04T00:00:00Z,0.196,8.77
KIN,2019-02-04T00:00:00Z,0.502,9.47
KIN,2019-02-04T00:00:00Z,1,9.74
KIN,2019-02-04T00:00:00Z,1.483,9.63
KIN,2019-02-04T00:00:00Z,2.002,8.83
KIN,2019-02-04T00:00:00Z,2.495,8.99
KIN,2019-02-04T00:00:00Z,2.952,8.12
KIN,2019-02-04T00:00:00Z,3.518,5.83
KIN,2019-02-04T00:00:00Z,3.96,5.19
KIN,2019-02-04T00:00:00Z,4.261,5.05
KMO,2019-02-04T00:00:00Z,0.207,7.04
KMO,2019-02-04T00:00:00Z,0.496,6.85
KMO,2019-02-04T00:00:00Z,0.984,6.75
KMO,2019-02-04T00:00:00Z,1.464,6.8
KMO,2019-02-04T00:00:00Z,1.972,5.78
KMO,2019-02-04T00:00:00Z,2.476,4.35
VIT,2019-02-04T00:00:00Z,0.225,6.35
VIT,2019-02-04T00:00:00Z,0.48,6.45
VIT,2019-02-04T00:00:00Z,0.957,6.55
VIT,2019-02-04T00:00:00Z,1.477,6.59
VIT,2019-02-04T00:00:00Z,2.033,5.63
VIT,2019-02-04T00:00:00Z,2.378,4.77
SUC,2019-02-04T00:00:00Z,0.207,5.24
SUC,2019-02-04T00:00:00Z,0.481,5.41
SUC,2019-02-04T00:00:00Z,1.009,5.52
SUC,2019-02-04T00:00:00Z,1.48,5.32
SUC,2019-02-04T00:00:00Z,1.976,5.19
SUC,2019-02-04T00:00:00Z,2.472,5.41
SUC,2019-02-04T00:00:00Z,2.962,5.46
SUC,2019-02-04T00:00:00Z,3.494,5.72
SUC,2019-02-04T00:00:00Z,3.994,5.9
SUC,2019-02-04T00:00:00Z,4.297,5.86
MEAD,2019-02-04T00:00:00Z,0.231,6.06
MEAD,2019-02-04T00:00:00Z,0.536,6.03
MEAD,2019-02-04T00:00:00Z,0.959,5.96
MEAD,2019-02-04T00:00:00Z,1.506,5.78
MEAD,2019-02-04T00:00:00Z,2.015,5.66
MEAD,2019-02-04T00:00:00Z,2.47,5.59
MULB FARM,2019-02-04T00:00:00Z,0.215,6.98
MULB FARM,2019-02-04T00:00:00Z,0.511,7.08
MULB FARM,2019-02-04T00:00:00Z,0.982,7.03
MULB FARM,2019-02-04T00:00:00Z,1.495,6.92
MULB FARM,2019-02-04T00:00:00Z,1.942,5.8
WMP,2019-02-04T00:00:00Z,0.182,7.9
WMP,2019-02-04T00:00:00Z,0.511,7.86
WMP,2019-02-04T00:00:00Z,1.006,7.66
WMP,2019-02-04T00:00:00Z,1.493,7.11
WMP,2019-02-04T00:00:00Z,1.99,7.04
WMP,2019-02-04T00:00:00Z,2.474,6.86
WMP,2019-02-04T00:00:00Z,2.971,6.43
WMP,2019-02-04T00:00:00Z,3.525,5.4
WMP,2019-02-04T00:00:00Z,3.995,3.53
WMP,2019-02-04T00:00:00Z,4.482,3.15
WMP,2019-02-04T00:00:00Z,4.807,3.12
CAV,2019-02-04T00:00:00Z,0.213,4.34
CAV,2019-02-04T00:00:00Z,0.503,4.31
CAV,2019-02-04T00:00:00Z,0.989,4.41
CAV,2019-02-04T00:00:00Z,1.472,4.25
CAV,2019-02-04T00:00:00Z,1.962,4.34
CAV,2019-02-04T00:00:00Z,2.466,4.33
REG,2019-02-04T00:00:00Z,0.187,3.58
REG,2019-02-04T00:00:00Z,0.516,3.52
REG,2019-02-04T00:00:00Z,0.987,3.43
REG,2019-02-04T00:00:00Z,1.481,3.25
REG,2019-02-04T00:00:00Z,1.991,3.15
REG,2019-02-04T00:00:00Z,2.595,3.87
KIN,2019-02-11T00:00:00Z,0.187,10.4
KIN,2019-02-11T00:00:00Z,0.475,10.3
KIN,2019-02-11T00:00:00Z,1.007,10.63
KIN,2019-02-11T00:00:00Z,1.544,10.84
KIN,2019-02-11T00:00:00Z,1.999,10.98
KIN,2019-02-11T00:00:00Z,2.504,9.94
KIN,2019-02-11T00:00:00Z,3.027,8.87
KIN,2019-02-11T00:00:00Z,3.5,7.39
KIN,2019-02-11T00:00:00Z,4.021,7.16
KIN,2019-02-11T00:00:00Z,4.596,4.42
KMO,2019-02-11T00:00:00Z,0.221,10.11
KMO,2019-02-11T00:00:00Z,0.512,10.2
KMO,2019-02-11T00:00:00Z,1.008,8.07
KMO,2019-02-11T00:00:00Z,1.501,7.17
KMO,2019-02-11T00:00:00Z,1.994,5.94
KMO,2019-02-11T00:00:00Z,2.489,3.9
KMO,2019-02-11T00:00:00Z,2.998,3.71
KMO,2019-02-11T00:00:00Z,3.253,3.61
VIT,2019-02-11T00:00:00Z,0.2,10.46
VIT,2019-02-11T00:00:00Z,0.495,9.95
VIT,2019-02-11T00:00:00Z,0.986,8.33
VIT,2019-02-11T00:00:00Z,1.481,7.11
VIT,2019-02-11T00:00:00Z,1.981,5.76
VIT,2019-02-11T00:00:00Z,2.475,4.47
VIT,2019-02-11T00:00:00Z,2.779,3.61
SUC,2019-02-11T00:00:00Z,0.167,8
SUC,2019-02-11T00:00:00Z,0.489,9.28
SUC,2019-02-11T00:00:00Z,0.982,8.66
SUC,2019-02-11T00:00:00Z,1.498,8.04
SUC,2019-02-11T00:00:00Z,2.017,6.72
SUC,2019-02-11T00:00:00Z,2.479,6.2
SUC,2019-02-11T00:00:00Z,3.015,4.78
SUC,2019-02-11T00:00:00Z,3.458,4.72
SUC,2019-02-11T00:00:00Z,4.003,4.5
SUC,2019-02-11T00:00:00Z,4.499,3.96
SUC,2019-02-11T00:00:00Z,4.761,3.4
MEAD,2019-02-11T00:00:00Z,0.21,7.06
MEAD,2019-02-11T00:00:00Z,0.506,7.19
MEAD,2019-02-11T00:00:00Z,1.006,7.11
MEAD,2019-02-11T00:00:00Z,1.491,7.06
MEAD,2019-02-11T00:00:00Z,1.995,5.93
MEAD,2019-02-11T00:00:00Z,2.483,5.47
MEAD,2019-02-11T00:00:00Z,2.982,3.94
MEAD,2019-02-11T00:00:00Z,3.457,3.57
MEAD,2019-02-11T00:00:00Z,3.773,3.36
MULB FARM,2019-02-11T00:00:00Z,0.228,7.3
MULB FARM,2019-02-11T00:00:00Z,0.517,7.33
MULB FARM,2019-02-11T00:00:00Z,1.026,6.58
MULB FARM,2019-02-11T00:00:00Z,1.478,5.05
MULB FARM,2019-02-11T00:00:00Z,1.969,2.92
MULB FARM,2019-02-11T00:00:00Z,2.362,2.76
WMP,2019-02-11T00:00:00Z,0.189,6.92
WMP,2019-02-11T00:00:00Z,0.518,7.08
WMP,2019-02-11T00:00:00Z,0.996,5.88
WMP,2019-02-11T00:00:00Z,1.47,3.97
WMP,2019-02-11T00:00:00Z,1.958,3.56
WMP,2019-02-11T00:00:00Z,2.513,2.32
WMP,2019-02-11T00:00:00Z,2.963,2.04
WMP,2019-02-11T00:00:00Z,3.53,1.82
WMP,2019-02-11T00:00:00Z,4.024,1.72
WMP,2019-02-11T00:00:00Z,4.515,1.63
WMP,2019-02-11T00:00:00Z,4.84,1.55
CAV,2019-02-11T00:00:00Z,0.178,6.59
CAV,2019-02-11T00:00:00Z,0.521,6.59
CAV,2019-02-11T00:00:00Z,0.986,5.96
CAV,2019-02-11T00:00:00Z,1.5,5.23
CAV,2019-02-11T00:00:00Z,2,2.57
CAV,2019-02-11T00:00:00Z,2.393,1.12
REG,2019-02-11T00:00:00Z,0.215,5.25
REG,2019-02-11T00:00:00Z,0.506,5.24
REG,2019-02-11T00:00:00Z,1.013,5.07
REG,2019-02-11T00:00:00Z,1.512,4.26
REG,2019-02-11T00:00:00Z,2,3.47
REG,2019-02-11T00:00:00Z,2.486,3.1
REG,2019-02-11T00:00:00Z,2.79,2.83
KIN,2019-02-18T00:00:00Z,0.217,9.64
KIN,2019-02-18T00:00:00Z,0.527,9.94
KIN,2019-02-18T00:00:00Z,1.005,9.65
KIN,2019-02-18T00:00:00Z,1.509,8.34
KIN,2019-02-18T00:00:00Z,2.014,7.12
KIN,2019-02-18T00:00:00Z,2.507,6.81
KIN,2019-02-18T00:00:00Z,3.029,6.71
KIN,2019-02-18T00:00:00Z,3.512,6.61
KIN,2019-02-18T00:00:00Z,4.038,6.17
KIN,2019-02-18T00:00:00Z,4.31,5.88
KMO,2019-02-18T00:00:00Z,0.227,7.75
KMO,2019-02-18T00:00:00Z,0.526,8.03
KMO,2019-02-18T00:00:00Z,1.035,7.29
KMO,2019-02-18T00:00:00Z,1.502,6.51
KMO,2019-02-18T00:00:00Z,2.044,5.46
KMO,2019-02-18T00:00:00Z,2.526,4.5
VIT,2019-02-18T00:00:00Z,0.243,7.94
VIT,2019-02-18T00:00:00Z,0.52,7.95
VIT,2019-02-18T00:00:00Z,1.009,7.43
VIT,2019-02-18T00:00:00Z,1.53,6.43
VIT,2019-02-18T00:00:00Z,2.008,6.16
VIT,2019-02-18T00:00:00Z,2.321,5.49
SUC,2019-02-18T00:00:00Z,0.222,6.22
SUC,2019-02-18T00:00:00Z,0.525,6.19
SUC,2019-02-18T00:00:00Z,1.001,6.02
SUC,2019-02-18T00:00:00Z,1.505,5.96
SUC,2019-02-18T00:00:00Z,2.005,5.83
SUC,2019-02-18T00:00:00Z,2.536,5.49
SUC,2019-02-18T00:00:00Z,3.035,5.55
SUC,2019-02-18T00:00:00Z,3.501,5.61
SUC,2019-02-18T00:00:00Z,4.03,5.6
SUC,2019-02-18T00:00:00Z,4.52,5.61
SUC,2019-02-18T00:00:00Z,4.825,5.55
MEAD,2019-02-18T00:00:00Z,0.213,6.27
MEAD,2019-02-18T00:00:00Z,0.513,6.14
MEAD,2019-02-18T00:00:00Z,1.018,6.09
MEAD,2019-02-18T00:00:00Z,1.517,5.99
MEAD,2019-02-18T00:00:00Z,2.019,5.9
MEAD,2019-02-18T00:00:00Z,2.532,5.84
MEAD,2019-02-18T00:00:00Z,2.809,5.77
MULB FARM,2019-02-18T00:00:00Z,0.239,7.35
MULB FARM,2019-02-18T00:00:00Z,0.526,6.81
MULB FARM,2019-02-18T00:00:00Z,1.006,6.83
MULB FARM,2019-02-18T00:00:00Z,1.532,7.03
MULB FARM,2019-02-18T00:00:00Z,2.022,6.1
MULB FARM,2019-02-18T00:00:00Z,2.423,6.03
WMP,2019-02-18T00:00:00Z,0.246,8.6
WMP,2019-02-18T00:00:00Z,0.517,8.43
WMP,2019-02-18T00:00:00Z,1.019,8.4
WMP,2019-02-18T00:00:00Z,1.525,8.28
WMP,2019-02-18T00:00:00Z,2.013,7.63
WMP,2019-02-18T00:00:00Z,2.51,7.37
WMP,2019-02-18T00:00:00Z,3.025,6.99
WMP,2019-02-18T00:00:00Z,3.487,6.54
WMP,2019-02-18T00:00:00Z,3.91,6.68
WMP,2019-02-18T00:00:00Z,4.208,6.69
CAV,2019-02-18T00:00:00Z,0.245,6.58
CAV,2019-02-18T00:00:00Z,0.542,6.31
CAV,2019-02-18T00:00:00Z,1.008,8.24
CAV,2019-02-18T00:00:00Z,1.537,9
CAV,2019-02-18T00:00:00Z,2.011,9.31
REG,2019-02-18T00:00:00Z,0.218,4.09
REG,2019-02-18T00:00:00Z,0.517,4.04
REG,2019-02-18T00:00:00Z,1.023,3.94
REG,2019-02-18T00:00:00Z,1.511,3.85
REG,2019-02-18T00:00:00Z,2.009,3.77
REG,2019-02-18T00:00:00Z,2.305,3.67
KIN,2019-02-25T00:00:00Z,0.232,9.36
KIN,2019-02-25T00:00:00Z,0.544,9.43
KIN,2019-02-25T00:00:00Z,1.047,9.22
KIN,2019-02-25T00:00:00Z,1.541,7.68
KIN,2019-02-25T00:00:00Z,2.026,4.74
KIN,2019-02-25T00:00:00Z,2.529,3.84
KIN,2019-02-25T00:00:00Z,3.029,3.13
KIN,2019-02-25T00:00:00Z,3.523,2.46
KIN,2019-02-25T00:00:00Z,4.025,2.04
KIN,2019-02-25T00:00:00Z,4.308,2.08
KMO,2019-02-25T00:00:00Z,0.232,9.85
KMO,2019-02-25T00:00:00Z,0.536,9.16
KMO,2019-02-25T00:00:00Z,1.025,7.41
KMO,2019-02-25T00:00:00Z,1.506,6.24
KMO,2019-02-25T00:00:00Z,2.017,3.98
KMO,2019-02-25T00:00:00Z,2.527,3.23
KMO,2019-02-25T00:00:00Z,3.016,2.55
KMO,2019-02-25T00:00:00Z,3.324,2.26
VIT,2019-02-25T00:00:00Z,0.22,8.5
VIT,2019-02-25T00:00:00Z,0.517,7.55
VIT,2019-02-25T00:00:00Z,1.025,6.78
VIT,2019-02-25T00:00:00Z,1.54,5.79
VIT,2019-02-25T00:00:00Z,2.031,3.64
VIT,2019-02-25T00:00:00Z,2.341,3.07
SUC,2019-02-25T00:00:00Z,0.21,9.01
SUC,2019-02-25T00:00:00Z,0.5,9.09
SUC,2019-02-25T00:00:00Z,1.013,8.88
SUC,2019-02-25T00:00:00Z,1.514,6.95
SUC,2019-02-25T00:00:00Z,2.014,5.93
SUC,2019-02-25T00:00:00Z,2.519,5.48
SUC,2019-02-25T00:00:00Z,3.031,4.46
SUC,2019-02-25T00:00:00Z,3.497,4.46
SUC,2019-02-25T00:00:00Z,4.024,4.55
SUC,2019-02-25T00:00:00Z,4.503,4.41
SUC,2019-02-25T00:00:00Z,5.041,3.58
SUC,2019-02-25T00:00:00Z,5.315,1.7
MEAD,2019-02-25T00:00:00Z,0.229,9.33
MEAD,2019-02-25T00:00:00Z,0.533,9.09
MEAD,2019-02-25T00:00:00Z,1.035,8.95
MEAD,2019-02-25T00:00:00Z,1.507,8.95
MEAD,2019-02-25T00:00:00Z,2.016,8.79
MEAD,2019-02-25T00:00:00Z,2.408,6.47
MEAD,2019-02-25T00:00:00Z,2.727,5.9
MULB FARM,2019-02-25T00:00:00Z,0.235,8.81
MULB FARM,2019-02-25T00:00:00Z,0.529,8.8
MULB FARM,2019-02-25T00:00:00Z,1.012,8.69
MULB FARM,2019-02-25T00:00:00Z,1.535,8.4
MULB FARM,2019-02-25T00:00:00Z,2.007,5.6
WMP,2019-02-25T00:00:00Z,0.212,9.36
WMP,2019-02-25T00:00:00Z,0.519,9.32
